Time,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8,Chan9,Chan10,Chan11,Chan12,Chan13,Chan14,Chan15,Chan16,Chan17,Chan18,Chan19,Chan20,Chan21,Chan22,Chan23,Chan24,Chan25,Chan26,Chan27,Chan28,Chan29,Chan30,Chan31,Chan32,Chan33
0.13800,0.00724,-0.09703,0.05571,0.00815,0.05119,-0.03123,0.00736,-0.47487,0.07836,-0.25158,-0.39370,-0.13069,0.05645,-0.68752,-0.94255,-0.02539,0.60114,2.27272,-2.05345,0.06341,1.03222,-0.25257,-0.48677,-0.96442,-0.57345,-0.52795,-0.53686,0.32948,0.37076,-1.06770,0.15727,-0.52616,0.63521
0.14000,0.05191,-0.06242,-0.19068,0.07887,-0.00122,-0.07066,0.12896,-0.71686,-0.06608,-0.20810,-0.26963,-0.11795,0.22128,-0.97222,0.29288,0.08805,-0.19914,3.13631,-2.23206,0.09472,3.20851,-0.02295,-0.93128,-0.40975,-1.37649,0.41933,-0.92316,0.33612,0.62805,-1.64104,-0.11191,-1.37748,1.33711
0.14200,0.08838,-0.02717,-0.29965,0.17751,-0.00382,-0.32365,0.07687,-0.16693,-0.15067,-0.31686,-0.34674,0.04143,0.31829,-0.92364,-0.44499,0.38145,-0.39896,0.25833,-1.63110,0.10571,2.87026,-0.34737,-1.17172,-0.05678,-1.50662,0.08622,-0.51946,-0.72821,0.42921,0.00525,-0.24183,-1.27089,-0.06616
0.14400,0.08758,0.01621,-0.23078,0.13073,-0.00028,0.08648,-0.52673,0.11534,-0.17725,0.13742,-0.28471,0.18279,-0.12779,-0.28274,-1.64391,0.81558,2.53347,-3.76368,1.45064,0.09901,0.50910,-0.42742,-0.99086,-0.68378,-0.74943,-0.82056,0.17578,-0.02960,-0.88446,0.42572,-0.29083,0.83639,0.01023
0.14600,0.05489,-0.07898,0.26896,0.04571,-0.01273,0.11477,-0.92158,-0.01816,-0.49892,0.43079,-0.14077,0.32732,-0.21413,0.07463,-2.54367,0.71041,3.37957,-3.36635,-0.17816,-0.80613,0.78192,-0.85257,-0.45343,-1.40487,0.48272,-1.56290,0.36492,0.08312,-1.52716,0.10272,-1.40150,1.71972,0.26867
0.14800,0.03347,-0.11084,0.26574,0.03177,0.14816,-0.01206,-0.05506,-0.11562,-0.40519,-0.21360,-0.00412,0.39236,-0.19793,-0.46646,-1.49077,-0.34586,0.85549,-2.95671,-1.09337,-0.30361,0.60094,-1.08149,-0.13220,-1.53205,0.04207,-1.03140,0.05642,0.32515,0.26688,-0.11731,-1.04054,-0.22931,0.49325
0.15000,0.02722,-0.07231,-0.00626,-0.00107,0.02057,-0.27154,0.15890,-0.15943,0.24841,-0.08070,0.09921,-0.34296,-0.02198,-0.90445,0.42814,0.58817,-3.48605,3.00932,-1.35755,1.17386,-0.05086,-0.89707,-0.73059,-0.78414,-1.04232,-0.01064,-0.68400,-0.23036,0.56580,-0.21692,0.65477,0.01769,0.57576
0.15200,0.11536,0.13464,-0.29582,-0.00220,0.00119,-0.41158,0.07090,-0.72450,0.43414,0.11158,0.17195,-0.08106,0.07373,-1.07972,0.99272,0.81339,-3.07066,-0.43921,-6.30287,1.67928,-0.66621,-0.36177,-1.34591,0.31560,-1.91992,0.33020,-0.73313,-0.56075,0.38245,-1.20237,1.49361,0.26757,0.55468
0.15400,0.14437,0.10176,-0.25150,0.42704,0.01896,-0.01813,-0.00511,-0.44703,-0.07327,0.26104,0.17970,0.10517,-0.12868,-0.58083,-1.16707,1.27896,-2.21564,-2.35179,-4.76472,1.10915,-0.93057,-0.04932,-1.44043,-0.14553,-1.32446,0.17698,0.07776,0.32515,0.22016,-0.72148,-0.04670,0.44695,0.48209
0.15600,0.09422,-0.01316,-0.09262,0.01409,0.05310,0.11080,-0.04711,0.80185,0.01836,0.29864,-0.22148,0.24677,-0.25624,0.28822,-1.54188,-0.27742,3.59013,-2.90291,2.10255,0.22876,-0.77717,-0.64133,-0.69961,-1.11408,-0.15686,-1.17486,0.54273,0.14165,0.11336,0.55136,-0.09597,0.53028,0.02323
0.15800,-0.04054,-0.11246,-0.02665,-0.02358,0.14664,-0.01160,-0.57939,1.23699,0.13279,0.24602,-0.00763,-0.25887,-0.27432,0.54221,-1.83244,-0.42917,0.45425,-12.17035,2.94511,-0.13810,-0.25176,-1.26685,0.14679,-1.89031,0.26079,-1.37038,0.57750,0.37896,-0.67318,1.23283,0.13150,0.55201,0.31537
0.16000,-0.03265,-0.09078,0.43957,-0.04321,0.02985,-0.10172,-0.25394,0.17387,0.20937,0.18601,0.13531,-0.54465,-0.17169,-1.09271,0.59908,0.51389,-1.42419,-9.65929,1.19186,-0.17482,0.09732,-1.36418,-0.23866,-1.27429,-0.08699,-0.14906,0.17742,0.46200,-0.15950,-0.24040,0.38611,0.48499,0.47529
0.16200,0.07479,-0.02393,-0.17007,0.23365,0.01600,-0.13515,0.69296,0.09436,0.20853,-0.04402,0.20207,-0.31315,0.02717,-0.67269,1.90982,1.81352,-2.10923,2.27256,0.58372,-0.04613,-0.51523,-0.64874,-1.05913,-0.08789,-1.46542,1.09306,-0.54490,0.41910,-0.12260,-0.17904,0.54451,0.04931,0.37649
0.16400,0.18483,0.00651,-0.27942,0.45565,0.03562,-0.39117,1.18057,0.15245,0.14855,0.18317,-0.28164,0.09379,0.08800,-0.66681,0.84545,1.85171,-10.94034,3.22228,0.79525,0.25919,-1.19745,0.18224,-1.73468,0.31766,-1.78807,1.07963,0.20762,0.55034,0.30152,0.18326,0.64432,0.22339,-0.32464
0.16600,0.14290,0.16601,-0.06785,0.03470,0.03586,-0.26866,0.18614,0.24386,0.09493,0.29840,-0.32362,0.21222,-0.27984,0.34708,2.10725,1.59412,-8.23390,0.76832,1.10603,0.45976,-1.32463,-0.13463,-1.11208,-0.55680,-0.30604,0.33343,0.62493,0.75546,-0.55834,0.52335,0.62825,0.32905,-0.20779
0.16800,0.04881,-0.07206,0.46859,-0.17071,0.02274,0.39858,-0.00588,0.26990,0.01737,0.20642,-0.12230,0.30050,-0.21987,0.40446,-0.99524,1.22281,0.76895,0.82261,1.10820,-0.27713,-0.65318,-0.95756,0.04598,-1.35576,1.40136,-1.12514,0.69725,-0.37348,-0.38984,0.64693,-0.15800,0.29554,0.09699
0.17000,0.01359,-0.09679,0.62073,-0.12430,0.09997,0.52168,0.06378,0.26360,0.15696,-0.25182,0.12316,0.30472,-0.15304,-0.34774,1.44510,-0.52715,1.43738,1.80033,0.90701,-0.47188,0.45601,-1.66228,0.41238,-1.69288,1.17839,0.07288,1.82025,-0.00369,0.00189,0.61209,0.15521,-0.33209,0.39172
0.17200,-0.04715,-0.02651,0.12081,-0.05931,0.07180,0.03339,0.21055,0.23771,0.20461,-0.20657,0.20341,-1.08965,-0.00368,0.64766,2.63781,0.82207,-0.87573,2.48068,0.75539,-0.44810,-0.02330,-1.07508,-0.67181,-0.12465,0.76703,0.76260,1.65054,-0.62510,0.33917,0.51781,0.36704,-0.12346,0.31281
0.17400,0.14311,0.15202,-0.21465,-0.01656,-0.04621,0.07772,0.29485,-0.08699,0.12468,0.01330,0.22882,0.08182,-0.18070,-0.15692,2.81501,-1.74974,0.22313,2.32549,0.18079,-0.11418,-0.92169,0.02585,-1.17564,1.40055,-1.62022,0.94537,-0.06487,-0.44529,0.48695,-0.27082,0.40916,0.08039,0.05801
0.17600,0.19588,0.20921,0.00628,0.36331,-0.02489,0.14453,0.35090,0.05990,-0.16050,0.24156,0.21236,0.27982,-0.31006,0.73124,7.43083,-1.89296,1.57665,1.51919,0.79735,0.21619,-1.60523,0.37325,-1.47662,0.86665,-0.02047,3.20342,0.47925,-0.24309,0.48598,0.31429,-0.41069,0.20871,-0.03551
0.17800,0.06040,-0.02777,0.13757,0.10078,-0.21882,0.18950,0.35469,0.12627,-0.11718,0.19762,-0.52711,0.31535,-0.33658,1.14161,6.99009,-2.08706,2.29350,0.93393,1.00491,-0.20798,-1.09372,-0.37775,0.07429,1.25952,0.88714,2.68979,-0.24578,-0.06028,0.40679,0.60085,-0.40123,0.16503,-0.11249
0.18000,-0.16726,-0.06166,0.18455,-0.54377,-0.03569,0.15982,-0.21752,0.11565,0.04643,0.02719,0.08506,-0.53893,0.06776,1.17711,-1.50038,-0.85753,2.16134,0.86844,0.67457,-0.51204,-0.06867,-1.15330,1.33485,-1.45164,1.14754,0.30933,-0.33393,0.11440,-0.36700,0.51837,-0.09387,0.00929,0.11509
0.18200,-0.17852,-0.00913,0.81097,-0.70006,0.01002,0.07740,0.00801,-0.21567,0.19660,-0.02335,0.17845,-1.11443,0.05854,2.20216,-1.71661,-0.36984,1.33465,2.36349,-0.38385,-0.58570,0.28555,-1.43569,0.73876,0.28860,4.76502,0.84878,-0.48998,0.28493,0.24816,-0.69066,0.26043,-0.06948,0.25876
0.18400,-0.10221,0.03067,0.58540,-0.22646,-0.00059,0.02305,0.14377,-0.29246,0.13963,-0.29718,0.21555,0.04452,0.04539,2.45888,-0.61497,-0.28628,0.64373,2.74455,-0.49909,-0.36933,-0.29710,0.01374,1.45103,1.21193,3.86763,0.32019,-0.51826,0.31304,0.55438,-0.76282,0.29028,0.14076,-0.10536
0.18600,0.20264,0.05019,-0.29310,-0.10802,-0.01272,0.00186,0.19336,-0.13365,0.00220,0.06591,-0.20572,0.44197,0.02756,0.01902,-0.96091,-0.16118,0.80311,1.61095,0.24418,0.04465,-1.13986,1.28073,-1.19173,1.43926,0.52957,-0.17694,-0.29703,-0.38137,0.52693,-0.14608,0.19357,-0.01179,-0.62386
0.18800,0.03487,0.13473,-0.57009,-0.06351,-0.02815,0.12329,-0.29335,0.07086,-0.04728,0.11613,-0.46178,0.37082,-0.65424,0.24475,-1.69224,-0.02642,2.46795,-1.01584,1.09646,0.18954,-1.36206,0.88906,0.52965,5.49650,1.03980,-0.66397,0.14093,-0.12491,-0.75086,0.55422,0.13129,0.09081,-0.47591
0.19000,-0.05934,0.09246,0.04201,-0.06288,-0.05080,0.14467,-0.45573,0.06085,-0.17614,-0.06557,0.23756,0.28979,-0.31047,0.40029,-2.06568,-0.11804,2.86222,-0.52231,0.77266,-0.54476,-0.10387,1.17139,1.40865,4.64105,0.41878,-0.84883,0.34887,0.06632,-0.82376,0.52697,-0.47315,-0.15549,-0.55322
0.19200,-0.08774,-0.00390,0.02939,-0.05576,0.02404,0.06031,-0.24127,0.00511,0.10055,-0.29188,0.12589,0.22699,0.83046,-0.33112,-1.70383,-0.25381,1.76936,1.40818,0.10240,-0.45370,1.06517,-1.17973,1.58989,0.21471,-0.13309,-0.62064,-0.39595,0.25557,-0.16741,0.26499,0.04772,-0.52264,0.00999
0.19400,-0.56883,-0.09079,-0.11280,-0.05891,0.01311,-0.14435,0.07668,-0.02160,0.14659,-0.36163,0.19654,-0.64274,1.24067,-0.80647,-0.73274,0.06193,-1.54246,3.17507,-0.13549,-0.38121,0.70760,0.40158,5.54738,0.49731,-0.76110,-0.03018,-0.68415,-0.48142,0.56481,0.14445,0.24531,-0.20163,-0.36148
0.19600,-0.42151,0.17151,-0.24384,-0.06107,-0.00798,-0.15927,0.12319,-0.57199,-0.02126,-0.00266,0.22003,-0.08181,0.61072,-0.91636,-0.16218,0.12753,-0.64474,2.19395,-0.90443,-0.00683,0.61764,1.22701,4.80482,0.08047,-1.03186,0.31580,-0.65033,-0.52342,0.59466,-1.33467,0.04622,-0.64635,-0.51878
0.19800,-0.12761,0.05286,-0.28276,0.06171,-0.01233,-0.00752,0.11761,-0.00318,-0.27842,-0.14312,0.20180,0.28449,0.14442,-0.66163,-1.23112,0.38022,1.62982,0.21940,0.68871,-0.09543,-0.99221,1.40385,-0.33593,-0.26548,-0.83202,-0.47115,-0.14635,-0.27106,0.40640,0.29725,-0.70103,-0.08428,-0.54463
0.20000,-0.17403,-0.05623,-0.25481,0.03876,-0.05927,0.14785,0.10164,0.07496,-0.30854,-0.21952,0.23621,0.55154,-0.03691,-0.07996,-2.11885,-0.91867,3.47652,-0.49552,1.12691,-0.41844,0.25171,4.96822,-0.21158,-0.83749,-0.21751,-1.11462,-0.00671,0.01994,0.28958,0.54672,-0.75262,-0.37314,-1.49675
0.20200,0.03551,-0.12152,-0.20991,0.04127,0.02100,0.08786,-0.88252,-0.01778,-0.10787,-0.23579,0.33789,0.33403,-0.04173,0.27205,-2.21811,-0.45879,2.54039,-0.51138,0.06996,-0.32799,0.91923,4.25273,-0.37699,-1.11337,0.17184,-1.18323,-0.10952,0.19778,-1.44970,0.20598,-0.47260,-0.49547,-1.36415
0.20400,-0.01660,-0.12942,0.07054,0.01786,0.03731,-0.03185,-0.00068,-0.45492,0.06962,-0.22103,-0.34695,-0.08680,0.03968,-0.77563,-0.92144,0.17791,0.57868,2.15216,-1.86631,-0.04355,1.08460,-0.32854,-0.47403,-0.94680,-0.56391,-0.48686,-0.50763,0.35422,0.38755,-1.04642,0.12859,-0.53009,0.61065
0.20600,0.02402,-0.09009,-0.16057,0.06447,0.00009,-0.07252,0.12892,-0.68356,-0.08580,-0.12270,-0.19810,-0.09307,0.21938,-1.13092,0.23720,0.47593,-0.25426,2.98000,-2.08349,0.12174,3.50313,-0.10167,-0.93485,-0.39441,-1.37415,0.37904,-0.85057,0.34567,0.64737,-1.58902,-0.13630,-1.38917,1.27262
0.20800,0.06456,-0.04891,-0.26552,0.16437,-0.00487,-0.36099,0.08586,-0.15981,-0.17233,-0.24011,-0.27211,0.04468,0.32386,-1.08765,-0.42466,0.63609,-0.40910,0.21547,-1.48735,0.20751,3.09488,-0.42398,-1.18268,-0.04052,-1.50447,0.06750,-0.46795,-0.81306,0.41650,-0.04963,-0.26125,-1.28348,-0.09398
0.21000,0.07615,0.01583,-0.21406,0.12708,-0.00541,0.09182,-0.54383,0.10196,-0.19639,0.05399,-0.28608,0.17127,-0.15243,-0.36098,-1.57361,0.81017,2.61339,-3.62450,1.28579,0.22080,0.46526,-0.46475,-1.00324,-0.66872,-0.74151,-0.79320,0.18280,0.03103,-0.93338,0.39873,-0.30849,0.83786,0.01309
0.21200,0.06153,-0.11153,0.25902,0.05134,-0.01977,0.12395,-0.94470,-0.02942,-0.51503,0.33075,-0.15918,0.30732,-0.24206,0.11544,-2.47395,0.61634,3.49936,-3.27629,-0.14493,-0.35416,0.71595,-0.86645,-0.46123,-1.39664,0.49695,-1.49880,0.35542,0.16574,-1.59115,0.07363,-1.38845,1.72244,0.28871
0.21400,0.05027,-0.15865,0.27417,0.04193,0.09032,-0.01284,-0.06774,-0.12474,-0.44031,-0.27595,-0.01279,0.37051,-0.22252,-0.48800,-1.42981,-0.32644,0.79896,-2.87430,-0.95146,0.06104,0.53747,-1.08378,-0.13473,-1.52554,0.06253,-0.97745,0.01350,0.35444,0.26141,-0.13988,-1.05753,-0.20528,0.51643
0.21600,0.01335,-0.10889,0.02080,0.01223,0.01929,-0.29237,0.16363,-0.16613,0.23505,-0.11401,0.10539,-0.30345,-0.02711,-1.02930,0.47491,0.84473,-3.68109,2.86776,-1.18683,1.06902,-0.06814,-0.89316,-0.73557,-0.78470,-1.02887,0.01387,-0.62747,-0.31014,0.57051,-0.23275,0.65788,0.01953,0.58534
0.21800,0.10086,0.15839,-0.25766,0.00976,0.00464,-0.45294,0.07846,-0.69225,0.41590,0.08865,0.19977,-0.07744,0.06508,-1.27784,1.01482,1.14162,-3.23300,-0.45205,-5.66178,1.54666,-0.68936,-0.35759,-1.36508,0.33640,-1.91525,0.33958,-0.66626,-0.68154,0.36240,-1.25424,1.50454,0.26324,0.53565
0.22000,0.13842,0.11840,-0.22559,0.40996,0.01590,-0.01773,0.00393,-0.43602,-0.07553,0.24057,0.22142,0.08491,-0.14972,-0.70552,-1.07380,1.26874,-2.42159,-2.28963,-4.23480,1.06847,-0.96916,-0.04948,-1.46483,-0.12772,-1.31922,0.16978,0.09427,0.32760,0.18440,-0.77767,-0.09031,0.44362,0.44811
0.22200,0.10440,-0.03185,-0.09277,0.02043,0.01279,0.11746,-0.03968,0.77441,0.02156,0.28335,-0.26046,0.21902,-0.28347,0.29705,-1.44432,-0.64229,3.64393,-2.81220,2.03772,0.18738,-0.82127,-0.65649,-0.71670,-1.10758,-0.14949,-1.12624,0.48406,0.21232,0.07356,0.59224,-0.08964,0.53035,0.03529
0.22400,-0.03224,-0.16678,-0.03498,-0.01199,0.08008,-0.01392,-0.60481,1.18681,0.14113,0.23652,-0.03393,-0.21871,-0.30229,0.59797,-1.72254,-0.71271,0.32147,-11.74749,2.86897,-0.21670,-0.29443,-1.26052,0.16124,-1.89089,0.26759,-1.30313,0.50117,0.39710,-0.73784,1.29154,0.14316,0.55769,0.35063
0.22600,-0.03120,-0.13725,0.46917,-0.02863,0.01876,-0.10931,-0.26182,0.16142,0.21947,0.17720,0.12452,-0.48802,-0.18354,-1.16961,0.68950,0.23089,-1.64208,-9.32327,1.18781,-0.27872,0.05614,-1.34706,-0.23786,-1.28232,-0.03029,-0.12252,0.18492,0.44876,-0.21904,-0.16212,0.38740,0.49494,0.51017
0.22800,0.06960,-0.04467,-0.14710,0.22361,0.02933,-0.14327,0.70773,0.09507,0.21643,-0.05791,0.21373,-0.28688,0.04115,-0.81159,1.88989,2.07419,-2.33451,2.31627,0.54318,-0.13852,-0.52210,-0.63096,-1.07650,-0.10576,-1.46148,1.03158,-0.48778,0.39615,-0.04872,-0.15740,0.53822,0.04570,0.38199
0.23000,0.17976,-0.00407,-0.25440,0.43842,0.03737,-0.41895,1.22159,0.15326,0.15019,0.17451,-0.28703,0.07689,0.10810,-0.83926,0.88366,1.74671,-11.58857,3.23492,0.68888,0.20706,-1.23099,0.14794,-1.76426,0.30096,-1.77780,1.02825,0.21847,0.40063,0.40450,0.17840,0.63187,0.21857,-0.34150
0.23200,0.15037,0.18057,-0.07246,0.04157,0.02720,-0.28689,0.18312,0.23966,0.09338,0.29383,-0.37369,0.18287,-0.32280,0.35207,2.11056,1.29242,-8.81735,0.88916,0.96410,0.43370,-1.37148,-0.15875,-1.13646,-0.52317,-0.30254,0.30313,0.60579,0.65221,-0.57030,0.51114,0.61010,0.32679,-0.21770
0.23400,0.07215,-0.10861,0.45708,-0.15565,0.00915,0.42898,-0.01145,0.26027,0.03000,0.21029,-0.16835,0.26837,-0.23473,0.57582,-0.81956,0.87198,0.99421,0.84076,0.98427,-0.31471,-0.69012,-0.95753,0.03592,-1.36885,1.40069,-1.05998,0.66774,-0.39994,-0.37501,0.64079,-0.13127,0.29765,0.11760
0.23600,0.04125,-0.14960,0.63127,-0.10829,0.03875,0.56226,0.06077,0.24713,0.17131,-0.26861,0.10721,0.27297,-0.16694,-0.25310,1.56814,-1.71195,1.75038,1.73179,0.84527,-0.57036,0.46078,-1.64268,0.40896,-1.70747,1.21233,0.08864,1.70780,-0.04162,0.03455,0.62418,0.16019,-0.32408,0.43782
0.23800,-0.03208,-0.04367,0.10998,-0.04449,0.03837,0.05815,0.21221,0.21871,0.21909,-0.21668,0.20492,-0.98259,0.01438,0.82067,2.71178,-0.18368,-0.71138,2.37160,0.73520,-0.55955,-0.01055,-1.05113,-0.68510,-0.15516,0.71750,0.74900,1.56555,-0.62529,0.37984,0.54345,0.35773,-0.12358,0.33988
0.24000,0.14133,0.19856,-0.21281,-0.00454,0.03733,0.08291,0.30303,-0.07726,0.12927,0.00982,0.25302,0.07255,-0.17120,-0.31184,2.85358,-1.53776,0.30628,2.21963,0.11620,-0.17266,-0.93766,0.04669,-1.19771,1.39725,-1.60103,0.91951,-0.08767,-0.45400,0.52003,-0.26448,0.39445,0.07574,0.05007
0.24200,0.20067,0.25523,-0.01412,0.35978,0.09058,0.14869,0.36778,0.06406,-0.15427,0.24050,0.24398,0.25893,-0.32796,0.77936,7.25569,-1.61381,1.68360,1.45471,0.64418,0.25419,-1.65872,0.38948,-1.50448,0.88591,-0.02263,3.03118,0.43527,-0.22657,0.49983,0.29360,-0.40186,0.20520,-0.05349
0.24400,0.07948,-0.00563,0.10839,0.10948,-0.19187,0.19885,0.37412,0.12521,-0.10191,0.20543,-0.64069,0.28633,-0.30402,1.29991,6.91156,-2.05248,2.43798,0.90751,0.83471,-0.18562,-1.13610,-0.40982,0.06440,1.21357,0.87649,2.56259,-0.28940,-0.02147,0.40746,0.57611,-0.35971,0.16442,-0.14939
0.24600,-0.14950,-0.10161,0.15536,-0.55822,-0.02042,0.17087,-0.22482,0.10787,0.06280,0.04538,0.07376,-0.51411,0.06921,1.36452,-1.70065,-0.75786,2.30085,0.82454,0.58575,-0.56773,-0.08434,-1.13628,1.35024,-1.48178,1.13472,0.27031,-0.33848,0.15490,-0.35812,0.50890,-0.06896,0.01282,0.15173
0.24800,-0.15615,-0.01091,0.76584,-0.71052,0.02678,0.08825,0.00293,-0.20706,0.21115,-0.00521,0.18365,-1.03122,0.09001,2.87250,-1.97597,-0.14100,1.43806,2.23464,-0.32702,-0.71450,0.27892,-1.41390,0.74189,0.24271,4.65837,0.82666,-0.46181,0.30972,0.27653,-0.64842,0.24906,-0.06366,0.29378
0.25000,-0.10064,0.04813,0.52633,-0.24787,0.02174,0.03438,0.14317,-0.27673,0.14682,-0.30720,0.23946,-0.01620,0.08930,3.02535,-0.84228,0.01639,0.72749,2.59298,-0.48574,-0.45419,-0.28136,0.03692,1.45876,1.16448,3.78106,0.25892,-0.47578,0.32753,0.58447,-0.73184,0.27246,0.13935,-0.10369
0.25200,0.20851,0.07300,-0.32136,-0.11950,0.00881,-0.00600,0.20111,-0.12272,-0.00405,0.07266,-0.24288,0.43917,0.07093,-0.06424,-1.01551,0.10495,0.85219,1.51604,0.14008,0.04530,-1.17428,1.27130,-1.21236,1.39754,0.51745,-0.19893,-0.26379,-0.38614,0.53641,-0.15124,0.17330,-0.01595,-0.64615
0.25400,0.05086,0.26016,-0.59718,-0.07031,-0.01048,0.12526,-0.30190,0.07250,-0.05601,0.12333,-0.56495,0.34572,-0.57028,0.14866,-1.67643,0.11351,2.57881,-0.92842,0.89331,0.21887,-1.41987,0.86526,0.52709,5.43156,1.02959,-0.65022,0.14454,-0.07929,-0.77751,0.52144,0.10924,0.08930,-0.52119
0.25600,-0.03449,0.19196,0.01022,-0.06750,-0.03607,0.15201,-0.46421,0.05797,-0.14079,-0.04186,0.24213,0.25382,-0.21765,0.39558,-2.04593,-0.06153,2.99681,-0.50456,0.63624,-0.50862,-0.11462,1.21052,1.41562,4.56150,0.43766,-0.81571,0.33326,0.13146,-0.84178,0.50138,-0.37368,-0.15497,-0.51853
0.25800,-0.06027,0.01611,0.02320,-0.05722,0.01785,0.06664,-0.24816,-0.00271,0.10549,-0.27757,0.15302,0.18957,0.78912,-0.38767,-1.69484,-0.12026,1.84229,1.31118,0.09624,-0.53986,1.13652,-1.16752,1.60032,0.28135,-0.12932,-0.58261,-0.38559,0.29847,-0.16005,0.25816,0.03783,-0.52189,0.03023
0.26000,-0.54925,-0.08171,-0.09669,-0.05644,0.01866,-0.15020,0.07226,-0.02980,0.14964,-0.35522,0.23005,-0.73915,1.19529,-0.92970,-0.75180,0.36593,-1.54732,2.99587,-0.09604,-0.49657,0.77807,0.42376,5.59862,0.58876,-0.76029,-0.00005,-0.63049,-0.51545,0.59253,0.14689,0.22232,-0.20300,-0.36099
0.26200,-0.39898,0.18513,-0.21675,-0.05833,0.00107,-0.17750,0.12435,-0.54485,-0.03365,0.03728,0.25426,-0.17730,0.58677,-1.06882,-0.21288,0.46582,-0.65350,2.06033,-0.90388,-0.00733,0.69219,1.25194,4.84911,0.13604,-1.03127,0.33437,-0.58840,-0.56366,0.60778,-1.27015,0.02323,-0.65467,-0.53248
0.26400,-0.19641,0.06251,-0.25712,0.05379,-0.00673,-0.01759,0.12558,-0.00088,-0.27298,-0.13302,0.23407,0.35847,0.11618,-0.78980,-1.18870,0.55092,1.68320,0.18705,0.54643,0.04863,-1.05424,1.42611,-0.29382,-0.23851,-0.82758,-0.46729,-0.11731,-0.25591,0.39206,0.26632,-0.66847,-0.08536,-0.56157
0.26600,-0.25456,-0.06855,-0.24207,0.03513,-0.07509,0.15350,0.11003,0.07064,-0.28170,-0.18905,0.20493,0.62297,-0.06985,-0.13952,-2.03914,-1.02513,3.60718,-0.48444,0.94437,-0.27683,0.25602,5.02534,-0.16217,-0.81845,-0.20610,-1.07377,-0.04661,0.09753,0.26668,0.51494,-0.65966,-0.37475,-1.49794
0.26800,0.03677,-0.15111,-0.20683,0.04006,-0.00541,0.09337,-0.88745,-0.02424,-0.12070,-0.19729,0.35791,0.37791,-0.07416,0.25835,-2.14547,-0.48017,2.61929,-0.54381,0.05917,-0.22655,0.95729,4.30680,-0.34293,-1.09396,0.18659,-1.12847,-0.13613,0.26092,-1.48713,0.18653,-0.49588,-0.49550,-1.37120
0.27000,-0.03679,-0.16373,0.08425,0.02221,0.02420,-0.02956,-0.00580,-0.43474,0.05451,-0.18418,-0.28811,-0.04000,0.01684,-0.86479,-0.87408,0.37650,0.55472,2.02269,-1.67752,-0.14851,1.13089,-0.39091,-0.46113,-0.92852,-0.55345,-0.44492,-0.47877,0.37728,0.40019,-1.02017,0.09925,-0.52848,0.58629
0.27200,-0.00177,-0.11828,-0.12682,0.05215,0.00547,-0.07037,0.12880,-0.65203,-0.11051,-0.03968,-0.10933,-0.06786,0.21369,-1.29822,0.16230,0.86159,-0.30210,2.81255,-1.92598,0.14748,3.76738,-0.17148,-0.93708,-0.37735,-1.36828,0.33590,-0.77341,0.35491,0.66096,-1.52863,-0.16365,-1.40168,1.20880
0.27400,0.04083,-0.07050,-0.22513,0.15350,-0.00237,-0.40423,0.09042,-0.14857,-0.19778,-0.16061,-0.19185,0.04580,0.32671,-1.26271,-0.40649,0.88602,-0.41763,0.18028,-1.34896,0.30583,3.29593,-0.48210,-1.19134,-0.02232,-1.49859,0.04758,-0.41324,-0.89313,0.40106,-0.10564,-0.28530,-1.29234,-0.12936
0.27600,0.06307,0.01393,-0.19240,0.12263,-0.00927,0.09324,-0.55523,0.09039,-0.21843,-0.04001,-0.28525,0.15707,-0.18483,-0.44689,-1.47254,0.79624,2.66662,-3.47089,1.12396,0.33818,0.41440,-0.49409,-1.01265,-0.65400,-0.73186,-0.76573,0.18984,0.08725,-0.97742,0.37147,-0.33105,0.83077,0.01499
0.27800,0.06506,-0.14436,0.24449,0.05177,-0.02578,0.13034,-0.95358,-0.03690,-0.52960,0.21116,-0.17414,0.28566,-0.27409,0.16128,-2.34862,0.51565,3.58478,-3.17827,-0.11487,0.08886,0.64702,-0.87855,-0.46564,-1.38870,0.50977,-1.43413,0.34507,0.24336,-1.64563,0.04679,-1.37555,1.71385,0.30900
0.28000,0.06351,-0.20557,0.27785,0.04674,0.03032,-0.01159,-0.08238,-0.12889,-0.47529,-0.33978,-0.01584,0.34784,-0.24918,-0.50437,-1.33015,-0.31798,0.74043,-2.77208,-0.81549,0.41792,0.46488,-1.08734,-0.13399,-1.51886,0.08173,-0.92267,-0.04112,0.38089,0.25432,-0.15857,-1.07728,-0.17673,0.53910
0.28200,0.00200,-0.14333,0.04769,0.02243,0.01970,-0.31424,0.16760,-0.16780,0.23660,-0.14731,0.11735,-0.26059,-0.03062,-1.15842,0.52686,1.09349,-3.83962,2.72197,-1.02219,0.97104,-0.08975,-0.89248,-0.73937,-0.78418,-1.01292,0.03905,-0.56765,-0.38623,0.56964,-0.24444,0.66720,0.01855,0.59374
0.28400,0.08563,0.18176,-0.21430,0.01908,0.01068,-0.49792,0.08166,-0.65275,0.42148,0.06344,0.23222,-0.07745,0.05076,-1.49006,1.02885,1.46092,-3.36447,-0.44994,-5.03656,1.42499,-0.71012,-0.35743,-1.38271,0.35642,-1.90459,0.34930,-0.59548,-0.79666,0.33981,-1.30173,1.51988,0.25562,0.51483
