Time,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8,Chan9,Chan10,Chan11,Chan12,Chan13,Chan14,Chan15,Chan16,Chan17,Chan18,Chan19,Chan20,Chan21,Chan22,Chan23,Chan24,Chan25,Chan26,Chan27,Chan28,Chan29,Chan30,Chan31,Chan32,Chan33
0.28600,0.12949,0.13470,-0.19523,0.39424,0.01267,-0.01769,0.00672,-0.41744,-0.07144,0.21471,0.26702,0.05845,-0.17982,-0.84134,-0.97072,1.24491,-2.60235,-2.20390,-3.72177,1.02146,-1.00092,-0.05263,-1.48708,-0.10978,-1.30956,0.16196,0.11164,0.32568,0.14803,-0.82945,-0.13369,0.43875,0.41152
0.28800,0.11054,-0.04965,-0.09169,0.02510,-0.02869,0.12333,-0.03851,0.73194,0.02590,0.26158,-0.30049,0.18609,-0.31549,0.30161,-1.30628,-1.00924,3.66833,-2.69760,1.96613,0.14647,-0.85705,-0.66987,-0.73188,-1.10092,-0.14063,-1.07741,0.41995,0.27865,0.03374,0.62466,-0.08029,0.53064,0.04768
0.29000,-0.02119,-0.21877,-0.04309,-0.00380,0.01102,-0.01345,-0.63349,1.12003,0.15011,0.22092,-0.05721,-0.17230,-0.32950,0.65234,-1.56008,-1.00547,0.19484,-11.26349,2.77749,-0.29094,-0.32988,-1.25652,0.17543,-1.89163,0.27464,-1.23586,0.41288,0.41216,-0.79444,1.34164,0.15887,0.56532,0.38561
0.29200,-0.02613,-0.18033,0.49168,-0.01452,0.00832,-0.11232,-0.27802,0.14204,0.23201,0.16279,0.11848,-0.42260,-0.19108,-1.23747,0.78706,-0.05750,-1.83418,-8.92910,1.18617,-0.37675,0.02029,-1.33471,-0.23565,-1.28992,0.02278,-0.09551,0.19697,0.43390,-0.27430,-0.09035,0.39253,0.50809,0.54371
0.29400,0.06481,-0.06117,-0.12250,0.21603,0.04108,-0.14683,0.72235,0.09006,0.22803,-0.06952,0.22844,-0.26007,0.06379,-0.96176,1.81770,2.31666,-2.52862,2.34149,0.50591,-0.22597,-0.52914,-0.61835,-1.09224,-0.12252,-1.45163,0.97025,-0.42800,0.37259,0.02696,-0.13907,0.53368,0.03839,0.38628
0.29600,0.17096,-0.01054,-0.22580,0.42344,0.03634,-0.44300,1.25263,0.15033,0.15678,0.16421,-0.29565,0.05096,0.13703,-1.02777,0.88556,1.62273,-12.12147,3.23135,0.58595,0.15699,-1.25673,0.12136,-1.79245,0.28531,-1.76036,0.97728,0.23029,0.25071,0.51081,0.17056,0.61761,0.21302,-0.36083
0.29800,0.15319,0.19611,-0.07774,0.04916,0.01604,-0.29853,0.17941,0.23337,0.09744,0.28499,-0.42913,0.14498,-0.38519,0.35128,2.07093,0.97412,-9.30570,0.99003,0.82440,0.40743,-1.40697,-0.17990,-1.15981,-0.48706,-0.29566,0.27567,0.58613,0.54744,-0.57961,0.49549,0.58835,0.32630,-0.22781
0.30000,0.09090,-0.14208,0.43726,-0.13809,-0.00607,0.46275,-0.01111,0.25035,0.03885,0.21109,-0.21573,0.23048,-0.24443,0.76380,-0.59311,0.50864,1.20607,0.84666,0.86038,-0.35108,-0.71807,-0.95932,0.02582,-1.38225,1.39548,-0.99632,0.63729,-0.41691,-0.35913,0.63213,-0.10227,0.30279,0.13858
0.30200,0.06479,-0.19806,0.63168,-0.08859,-0.02268,0.61503,0.06295,0.23205,0.18357,-0.28147,0.09547,0.23713,-0.17346,-0.13849,1.68805,-2.89608,2.04198,1.65095,0.78026,-0.66411,0.45737,-1.62757,0.40514,-1.72190,1.23932,0.10449,1.59470,-0.06817,0.06588,0.63559,0.16883,-0.31635,0.48301
0.30400,-0.01191,-0.05589,0.09562,-0.02667,0.00227,0.08313,0.21538,0.20159,0.23329,-0.22128,0.20950,-0.85679,0.04550,1.00233,2.75222,-1.19870,-0.54436,2.24955,0.71042,-0.66580,-0.00282,-1.03249,-0.69263,-0.18510,0.66835,0.73625,1.48129,-0.61645,0.41765,0.56906,0.35126,-0.12794,0.36606
0.30600,0.13636,0.24618,-0.21112,0.00950,0.11133,0.08463,0.30826,-0.07000,0.13473,0.00922,0.27724,0.05439,-0.16304,-0.48546,2.84903,-1.30046,0.38385,2.10427,0.05793,-0.22899,-0.94928,0.06323,-1.22013,1.39374,-1.57278,0.89452,-0.11032,-0.45885,0.55058,-0.25879,0.37902,0.06873,0.04182
0.30800,0.19987,0.30215,-0.03822,0.35783,0.19239,0.14892,0.37631,0.06806,-0.15032,0.23796,0.27484,0.22540,-0.36030,0.82261,6.89731,-1.30630,1.77048,1.38748,0.49689,0.28675,-1.69939,0.40271,-1.53220,0.90699,-0.02055,2.86639,0.39113,-0.20963,0.51303,0.27064,-0.39402,0.20396,-0.07219
0.31000,0.09391,0.01862,0.07406,0.12279,-0.16403,0.20584,0.38293,0.12595,-0.09279,0.21197,-0.76593,0.24868,-0.25575,1.46173,6.68581,-1.98596,2.55386,0.88104,0.66880,-0.16617,-1.16736,-0.44313,0.05278,1.16563,0.86672,2.44070,-0.33453,0.01621,0.40869,0.54889,-0.31855,0.16739,-0.18591
0.31200,-0.12744,-0.13611,0.12093,-0.55959,-0.00657,0.18267,-0.22372,0.10329,0.07335,0.06452,0.06416,-0.47751,0.08489,1.55842,-1.87950,-0.64810,2.41379,0.77119,0.49713,-0.62158,-0.09473,-1.12206,1.36438,-1.51177,1.12142,0.22811,-0.34401,0.19401,-0.34842,0.49909,-0.04225,0.02056,0.18889
0.31400,-0.12703,-0.00744,0.70764,-0.70814,0.04297,0.10449,0.00249,-0.20087,0.22268,0.01397,0.19224,-0.92571,0.14015,3.59301,-2.20193,0.09004,1.52561,2.09315,-0.26591,-0.83815,0.27479,-1.39618,0.74830,0.19687,4.53771,0.80084,-0.43252,0.33415,0.30153,-0.60632,0.24105,-0.05329,0.32871
0.31600,-0.09878,0.07064,0.45547,-0.26643,0.04468,0.05308,0.14284,-0.26296,0.15226,-0.30688,0.26273,-0.08062,0.15198,3.62652,-1.07272,0.32068,0.80327,2.42935,-0.46514,-0.53598,-0.26977,0.05679,1.46082,1.11718,3.68622,0.19313,-0.43046,0.34279,0.60996,-0.69918,0.25548,0.12869,-0.10086
0.31800,0.20805,0.10043,-0.34455,-0.12614,0.03128,-0.01932,0.20386,-0.11169,-0.01088,0.08196,-0.28914,0.41984,0.13110,-0.15508,-1.06090,0.37253,0.89043,1.41809,0.04386,0.04476,-1.19976,1.26438,-1.23497,1.35586,0.50228,-0.22228,-0.22781,-0.39001,0.54332,-0.15626,0.14997,-0.01831,-0.66836
0.32000,0.06256,0.38522,-0.61235,-0.07459,0.00748,0.12205,-0.30503,0.07650,-0.06449,0.13263,-0.68248,0.30998,-0.47005,0.04172,-1.63214,0.25558,2.66023,-0.84611,0.69706,0.24539,-1.46478,0.84098,0.52048,5.36385,1.01242,-0.63696,0.14934,-0.03651,-0.80023,0.48623,0.08320,0.09165,-0.56583
0.32200,-0.01266,0.29367,-0.02056,-0.07247,-0.02111,0.15622,-0.46274,0.05883,-0.11876,-0.01408,0.24432,0.21208,-0.09897,0.38102,-1.98695,-0.00036,3.09720,-0.49222,0.50313,-0.47719,-0.12052,1.24765,1.41819,4.47970,0.45501,-0.78311,0.31785,0.19248,-0.85547,0.47488,-0.27764,-0.15047,-0.48176
0.32400,-0.03506,0.01798,0.01576,-0.06123,0.01187,0.07472,-0.24727,-0.00603,0.10586,-0.25819,0.18217,0.14889,0.72644,-0.44581,-1.64980,0.01225,1.89571,1.20487,0.08824,-0.62304,1.19528,-1.15613,1.60661,0.34408,-0.12556,-0.54524,-0.37679,0.33833,-0.15323,0.25309,0.03013,-0.52347,0.05263
0.32600,-0.52031,-0.09602,-0.07999,-0.05790,0.02655,-0.15875,0.07017,-0.03370,0.14860,-0.33977,0.26163,-0.81569,1.11957,-1.05477,-0.74941,0.66606,-1.53833,2.80294,-0.05979,-0.60864,0.83650,0.44468,5.64072,0.67862,-0.75748,0.02910,-0.57423,-0.54476,0.61460,0.15143,0.20071,-0.21273,-0.35747
0.32800,-0.37229,0.19319,-0.18633,-0.06005,0.01382,-0.20087,0.12344,-0.51865,-0.04859,0.07632,0.28435,-0.26587,0.55516,-1.22562,-0.25295,0.80055,-0.65743,1.92053,-0.88953,-0.00894,0.76150,1.27533,4.88320,0.18740,-1.02780,0.35163,-0.52235,-0.60080,0.61643,-1.19958,-0.00210,-0.66021,-0.54364
0.33000,-0.24287,0.06744,-0.22649,0.04792,0.00106,-0.03362,0.12679,0.00361,-0.27173,-0.11392,0.26176,0.43842,0.07987,-0.92340,-1.12957,0.71781,1.71755,0.16079,0.40990,0.18599,-1.10544,1.44737,-0.24980,-0.21406,-0.82114,-0.46355,-0.08586,-0.24233,0.37635,0.23443,-0.63861,-0.08279,-0.57690
0.33200,-0.31095,-0.08366,-0.22345,0.03001,-0.09000,0.15403,0.11070,0.06990,-0.26550,-0.15083,0.15916,0.70645,-0.11190,-0.20469,-1.91910,-1.12151,3.69843,-0.46478,0.76737,-0.14272,0.26215,5.07948,-0.10726,-0.80115,-0.19509,-1.03304,-0.09047,0.16974,0.24355,0.48198,-0.57129,-0.37277,-1.49625
0.33400,0.04075,-0.18228,-0.19782,0.03430,-0.03144,0.09748,-0.87584,-0.02639,-0.13251,-0.15271,0.36718,0.42338,-0.11614,0.23885,-2.02707,-0.50148,2.67077,-0.58341,0.04725,-0.12535,0.99213,4.35928,-0.30852,-1.07584,0.19952,-1.07393,-0.16787,0.31915,-1.51507,0.16899,-0.51745,-0.49176,-1.37408
0.33600,-0.04871,-0.19850,0.09540,0.02174,0.01289,-0.02349,-0.00828,-0.41447,0.03299,-0.14265,-0.22244,0.00746,-0.01396,-0.95210,-0.80097,0.56824,0.52806,1.88590,-1.48782,-0.25235,1.17205,-0.43760,-0.44762,-0.91038,-0.54222,-0.40337,-0.45058,0.39754,0.40837,-0.99002,0.06969,-0.52291,0.55444
0.33800,-0.02094,-0.14630,-0.09197,0.04135,0.01502,-0.06329,0.12803,-0.62087,-0.13879,0.03695,-0.01241,-0.04388,0.20310,-1.46815,0.06981,1.23981,-0.34373,2.63666,-1.76052,0.17107,4.00060,-0.23003,-0.93739,-0.35878,-1.35799,0.29180,-0.69168,0.36257,0.66890,-1.46096,-0.19349,-1.41473,1.13188
0.34000,0.02044,-0.09179,-0.18111,0.14443,0.00354,-0.45474,0.08986,-0.13457,-0.22493,-0.08202,-0.11096,0.04497,0.32641,-1.44291,-0.39207,1.12856,-0.42458,0.15273,-1.21651,0.39976,3.47351,-0.52061,-1.19700,-0.00214,-1.48773,0.02772,-0.35477,-0.96866,0.38331,-0.16099,-0.31339,-1.29859,-0.17838
0.34200,0.04932,0.01148,-0.16681,0.11762,-0.01208,0.09039,-0.56060,0.08168,-0.24125,-0.13738,-0.28200,0.14170,-0.22437,-0.53730,-1.34397,0.77582,2.69339,-3.30700,0.96690,0.45037,0.35440,-0.51470,-1.01865,-0.64024,-0.71981,-0.73810,0.19804,0.13870,-1.01555,0.34434,-0.35785,0.81596,0.01412
0.34400,0.06360,-0.17531,0.22614,0.04806,-0.03102,0.13404,-0.94848,-0.04068,-0.53757,0.08204,-0.18494,0.26494,-0.31253,0.20893,-2.17033,0.41141,3.63514,-3.07493,-0.08739,0.52395,0.57412,-0.88885,-0.46675,-1.38191,0.51991,-1.36983,0.33503,0.31504,-1.68919,0.02253,-1.36440,1.69378,0.32992
0.34600,0.06983,-0.24911,0.27638,0.04669,-0.02908,-0.00775,-0.09850,-0.12879,-0.50499,-0.39911,-0.01400,0.32738,-0.28125,-0.51525,-1.19426,-0.31806,0.67969,-2.65350,-0.68557,0.76730,0.38173,-1.09266,-0.13031,-1.51283,0.09856,-0.86815,-0.10715,0.40356,0.24406,-0.17341,-1.10017,-0.14577,0.56207
0.34800,-0.00435,-0.17428,0.07252,0.02888,0.02233,-0.33793,0.17010,-0.16536,0.24886,-0.17876,0.13313,-0.21799,-0.03501,-1.28617,0.58148,1.33216,-3.95956,2.57288,-0.86399,0.88208,-0.11717,-0.89571,-0.74142,-0.78260,-0.99448,0.06400,-0.50461,-0.45861,0.56376,-0.25240,0.68297,0.01562,0.60064
0.35000,0.07105,0.20409,-0.16852,0.02485,0.01943,-0.54776,0.07998,-0.60990,0.44606,0.03680,0.26599,-0.08193,0.03389,-1.70763,1.03330,1.76857,-3.46394,-0.43471,-4.43112,1.31509,-0.72945,-0.36182,-1.39780,0.37521,-1.88689,0.35877,-0.52039,-0.90602,0.31492,-1.34289,1.54027,0.24636,0.48931
0.35200,0.11702,0.15107,-0.16196,0.37895,0.00947,-0.01823,0.00283,-0.39467,-0.06405,0.18470,0.31240,0.02694,-0.21615,-0.98198,-0.86315,1.21037,-2.75507,-2.09768,-3.22828,0.97029,-1.02614,-0.05910,-1.50616,-0.09189,-1.29473,0.15465,0.13070,0.32019,0.11142,-0.87543,-0.17361,0.43369,0.36798
0.35400,0.10969,-0.06472,-0.08863,0.02826,-0.06962,0.12844,-0.04392,0.67553,0.02941,0.23490,-0.33847,0.15012,-0.35310,0.30376,-1.13244,-1.37316,3.66335,-2.56248,1.88741,0.10767,-0.88408,-0.68134,-0.74482,-1.09446,-0.13045,-1.02886,0.35006,0.33946,-0.00548,0.64824,-0.06809,0.53153,0.06017
0.35600,-0.00778,-0.26558,-0.04954,0.00131,-0.05766,-0.00986,-0.66406,1.03745,0.15830,0.20120,-0.07613,-0.12257,-0.36027,0.70492,-1.35039,-1.30180,0.07527,-10.72883,2.67031,-0.35994,-0.35695,-1.25568,0.18957,-1.89323,0.28152,-1.16952,0.31273,0.42343,-0.84560,1.38296,0.17757,0.57366,0.42327
0.35800,-0.01684,-0.21800,0.50578,-0.00190,-0.00075,-0.11019,-0.30174,0.11602,0.24582,0.14519,0.11684,-0.35378,-0.19814,-1.29361,0.88675,-0.34820,-1.99940,-8.48622,1.18695,-0.46871,-0.00881,-1.32844,-0.23173,-1.29719,0.07015,-0.06871,0.21289,0.41678,-0.32712,-0.02993,0.40065,0.52229,0.57911
0.36000,0.06076,-0.07322,-0.09779,0.20906,0.05158,-0.14528,0.73804,0.08029,0.24260,-0.07943,0.24473,-0.23596,0.09310,-1.11501,1.69355,2.54152,-2.69044,2.35003,0.47164,-0.30901,-0.53739,-0.61194,-1.10556,-0.13733,-1.43551,0.91058,-0.36513,0.34774,0.10287,-0.12465,0.53074,0.02899,0.39025
0.36200,0.15738,-0.01329,-0.19524,0.40882,0.03299,-0.46355,1.27519,0.14468,0.16808,0.15186,-0.30627,0.01657,0.17371,-1.22241,0.84853,1.48492,-12.53318,3.21650,0.48644,0.10771,-1.27500,0.10331,-1.81796,0.27168,-1.73525,0.92825,0.24361,0.10316,0.61754,0.16068,0.60246,0.20843,-0.38596
0.36400,0.14843,0.21427,-0.08264,0.05606,0.00287,-0.30328,0.17635,0.22565,0.10702,0.27194,-0.48549,0.10032,-0.46196,0.34865,1.98873,0.64640,-9.69411,1.06971,0.68714,0.37952,-1.43077,-0.19747,-1.18137,-0.44823,-0.28576,0.25104,0.56665,0.44268,-0.58192,0.47756,0.56466,0.32865,-0.24103
0.36600,0.10027,-0.17067,0.41104,-0.11854,-0.02244,0.49887,-0.00469,0.24036,0.04271,0.20905,-0.26075,0.18926,-0.25269,0.96175,-0.32575,0.13986,1.40332,0.84023,0.73689,-0.38526,-0.73600,-0.96339,0.01547,-1.39605,1.38414,-0.93464,0.60650,-0.42225,-0.34177,0.62159,-0.07225,0.31044,0.16130
0.36800,0.07907,-0.23997,0.62256,-0.06690,-0.08241,0.67956,0.07012,0.21801,0.19306,-0.28969,0.08873,0.19978,-0.17766,-0.00813,1.79762,-4.06748,2.30723,1.55957,0.71240,-0.75288,0.44480,-1.61856,0.40051,-1.73621,1.25704,0.12013,1.47977,-0.08038,0.09491,0.64582,0.17993,-0.30922,0.53240
0.37000,0.01200,-0.06323,0.07950,-0.00806,-0.03532,0.10751,0.21994,0.18572,0.24694,-0.22150,0.21685,-0.72311,0.08690,1.18860,2.75444,-2.21026,-0.37457,2.11762,0.68142,-0.76728,-0.00117,-1.02058,-0.69406,-0.21338,0.61990,0.72423,1.39722,-0.60119,0.45142,0.59321,0.34697,-0.13547,0.39518
0.37200,0.12702,0.29351,-0.20967,0.02335,0.17388,0.08225,0.31051,-0.06391,0.14142,0.00992,0.30026,0.02735,-0.15153,-0.66539,2.79853,-1.04548,0.45669,1.98283,0.00570,-0.28427,-0.95708,0.07472,-1.24201,1.39069,-1.53588,0.87047,-0.13450,-0.45961,0.57782,-0.25323,0.36325,0.06101,0.03436
0.37400,0.19062,0.34993,-0.06384,0.35352,0.27677,0.14496,0.37663,0.07277,-0.14983,0.23315,0.30320,0.18051,-0.40002,0.86527,6.36574,-0.97845,1.83759,1.32042,0.35579,0.31516,-1.72710,0.41249,-1.55881,0.93064,-0.01502,2.71013,0.34607,-0.19136,0.52571,0.24677,-0.38658,0.20632,-0.09166
0.37600,0.09952,0.04367,0.03782,0.13675,-0.13644,0.21054,0.38145,0.12885,-0.09102,0.21653,-0.89328,0.20447,-0.19243,1.62602,6.31691,-1.89254,2.64048,0.85683,0.50774,-0.14854,-1.18672,-0.47693,0.03924,1.11644,0.85681,2.32472,-0.38143,0.05352,0.41143,0.52037,-0.27878,0.17412,-0.22967
0.37800,-0.10229,-0.16423,0.08459,-0.54484,0.00599,0.19559,-0.21482,0.10166,0.07740,0.08399,0.05784,-0.43257,0.10919,1.75548,-2.02672,-0.53177,2.49849,0.70910,0.40927,-0.67314,-0.09859,-1.11184,1.37673,-1.54082,1.10661,0.18400,-0.35141,0.23201,-0.33807,0.48913,-0.01517,0.03099,0.23185
0.38000,-0.09274,0.00019,0.64242,-0.68797,0.05851,0.12675,0.00614,-0.19654,0.23107,0.03390,0.20475,-0.80720,0.20609,4.33694,-2.38093,0.31889,1.59451,1.94158,-0.20103,-0.95688,0.27444,-1.38419,0.75764,0.15267,4.40257,0.77067,-0.40299,0.35772,0.32234,-0.56641,0.23557,-0.04036,0.36914
0.38200,-0.09652,0.09623,0.37936,-0.28096,0.06751,0.07982,0.14241,-0.24978,0.15647,-0.29932,0.28507,-0.14536,0.23252,4.24351,-1.29701,0.62136,0.86796,2.25713,-0.43797,-0.61553,-0.26335,0.07254,1.45675,1.07190,3.58232,0.12597,-0.38289,0.35773,0.63014,-0.66539,0.23928,0.11051,-0.09361
0.38400,0.19830,0.13041,-0.36503,-0.12743,0.05349,-0.03839,0.20146,-0.09929,-0.01703,0.09223,-0.34126,0.38468,0.20811,-0.25908,-1.09443,0.63745,0.91864,1.31952,-0.04449,0.04173,-1.21630,1.26112,-1.25907,1.31593,0.48520,-0.24553,-0.18902,-0.39259,0.54766,-0.16021,0.12458,-0.01796,-0.69343
0.38600,0.06662,0.50456,-0.61931,-0.07533,0.02416,0.11372,-0.30269,0.08348,-0.07142,0.14277,-0.80606,0.26565,-0.34506,-0.08474,-1.55902,0.39842,2.71245,-0.77068,0.50849,0.26786,-1.49629,0.81767,0.50932,5.29529,0.99113,-0.62386,0.15632,0.00386,-0.81683,0.44994,0.05458,0.09814,-0.61763
0.38800,0.00205,0.39214,-0.04988,-0.07607,-0.00761,0.15771,-0.45210,0.06346,-0.11197,0.01627,0.24339,0.16714,0.05013,0.35019,-1.88809,0.06537,3.16272,-0.48582,0.37413,-0.44964,-0.12061,1.28277,1.41536,4.39817,0.46918,-0.75138,0.30403,0.24943,-0.86390,0.44822,-0.18736,-0.14325,-0.43621
0.39000,-0.01636,0.00213,0.00629,-0.06594,0.00691,0.08514,-0.23955,-0.00555,0.10198,-0.23542,0.21458,0.10756,0.64699,-0.50598,-1.56783,0.14151,1.92816,1.09078,0.07898,-0.70336,1.24094,-1.14690,1.60772,0.40045,-0.12227,-0.50942,-0.37006,0.37464,-0.14717,0.24933,0.02398,-0.52730,0.08324
0.39200,-0.48104,-0.13291,-0.06471,-0.06169,0.03680,-0.17050,0.06981,-0.03425,0.14399,-0.31848,0.29150,-0.86860,1.01979,-1.17838,-0.72418,0.95786,-1.51462,2.59954,-0.02631,-0.71802,0.88205,0.46383,5.67117,0.76390,-0.75219,0.05595,-0.51590,-0.57050,0.63048,0.15710,0.18043,-0.22967,-0.34631
0.39400,-0.34234,0.19469,-0.15529,-0.06483,0.02961,-0.22972,0.12010,-0.49059,-0.06448,0.11248,0.30979,-0.34210,0.51970,-1.38265,-0.28013,1.12694,-0.65571,1.77699,-0.86262,-0.01268,0.82579,1.29717,4.90458,0.23314,-1.02038,0.36637,-0.45236,-0.63509,0.62045,-1.12354,-0.02897,-0.66253,-0.54942
0.39600,-0.26433,0.06805,-0.19330,0.04409,0.01018,-0.05561,0.12118,0.01084,-0.27437,-0.08770,0.28401,0.52226,0.03719,-1.05930,-1.05524,0.87956,1.73348,0.14093,0.27985,0.31733,-1.14549,1.46779,-0.20364,-0.19302,-0.81149,-0.45929,-0.05133,-0.23015,0.35986,0.20269,-0.61186,-0.07723,-0.58877
0.39800,-0.33969,-0.09997,-0.20021,0.02438,-0.10328,0.14976,0.10379,0.07313,-0.26084,-0.10706,0.09792,0.80094,-0.16356,-0.27504,-1.76104,-1.20772,3.75041,-0.43696,0.59703,-0.01534,0.27081,5.13306,-0.04766,-0.78648,-0.18351,-0.99259,-0.13830,0.23643,0.22121,0.44864,-0.48942,-0.36866,-1.48978
0.40000,0.04814,-0.21287,-0.18338,0.02548,-0.05571,0.10068,-0.84989,-0.02481,-0.14086,-0.10407,0.36348,0.46951,-0.16930,0.21186,-1.86470,-0.52233,2.69435,-0.62920,0.03496,-0.02451,1.02473,4.41186,-0.27259,-1.06003,0.21132,-1.02034,-0.20472,0.37197,-1.53213,0.15331,-0.53771,-0.48620,-1.36877
0.40200,-0.05193,-0.23189,0.10286,0.01745,0.00423,-0.01310,-0.00872,-0.39418,0.00591,-0.09805,-0.15459,0.05301,-0.05434,-1.03429,-0.70370,0.75110,0.49779,1.74319,-1.29831,-0.35549,1.20902,-0.46777,-0.43285,-0.89320,-0.53052,-0.36331,-0.42323,0.41406,0.41176,-0.95685,0.04055,-0.51540,0.53542
0.40400,-0.03344,-0.17336,-0.05847,0.03138,0.02849,-0.05078,0.12599,-0.58846,-0.16855,0.10415,0.08422,-0.02261,0.18693,-1.63386,-0.03777,1.60573,-0.38014,2.45452,-1.58886,0.19175,4.20317,-0.27544,-0.93515,-0.33907,-1.34269,0.24845,-0.60568,0.36751,0.67118,-1.38680,-0.22486,-1.42796,1.08775
0.40600,0.00327,-0.11272,-0.13622,0.13625,0.01240,-0.51259,0.08404,-0.11954,-0.25125,-0.00714,-0.03364,0.04242,0.32316,-1.62136,-0.38265,1.36137,-0.43022,0.13218,-1.09016,0.48835,3.62846,-0.54003,-1.19910,0.01983,-1.47087,0.00888,-0.29226,-1.04018,0.36359,-0.21413,-0.34432,-1.30351,-0.20759
0.40800,0.03474,0.00968,-0.13851,0.11203,-0.01430,0.08340,-0.56005,0.07642,-0.26247,-0.23038,-0.27577,0.12652,-0.27066,-0.62835,-1.19193,0.75114,2.69457,-3.13624,0.81612,0.55648,0.28427,-0.52669,-1.02099,-0.62783,-0.70466,-0.71024,0.20838,0.18525,-1.04672,0.31752,-0.38757,0.79496,0.01278
0.41000,0.05713,-0.20211,0.20500,0.04132,-0.03598,0.13543,-0.93088,-0.04146,-0.53439,-0.04511,-0.19092,0.24722,-0.36023,0.25473,-1.94337,0.30676,3.65071,-2.96788,-0.06166,0.95096,0.49670,-0.89751,-0.46489,-1.37688,0.52592,-1.30640,0.32640,0.38014,-1.72053,0.00086,-1.35607,1.66294,0.34083
0.41200,0.06930,-0.28680,0.26981,0.04254,-0.08536,-0.00100,-0.11529,-0.12580,-0.52460,-0.44802,-0.00831,0.31143,-0.32248,-0.52033,-1.02589,-0.32434,0.61689,-2.52203,-0.56135,1.10852,0.28779,-1.09997,-0.12420,-1.50808,0.11189,-0.81477,-0.18343,0.42169,0.22913,-0.18477,-1.12580,-0.11481,0.57401
0.41400,-0.00608,-0.20063,0.09382,0.03143,0.02748,-0.36378,0.17042,-0.16034,0.26595,-0.20688,0.15038,-0.17904,-0.04297,-1.40617,0.63587,1.55854,-4.03975,2.42077,-0.71209,0.80358,-0.15110,-0.90297,-0.74115,-0.78003,-0.97374,0.08779,-0.43863,-0.52749,0.55335,-0.25730,0.70457,0.01180,0.60378
0.41600,0.05643,0.22466,-0.12304,0.02670,0.03072,-0.60263,0.07335,-0.56804,0.48200,0.00945,0.29761,-0.09115,0.01782,-1.92046,1.02666,2.06213,-3.53120,-0.40883,-3.84811,1.21676,-0.74807,-0.37058,-1.40957,0.39264,-1.86145,0.36724,-0.44086,-1.00985,0.28791,-1.37607,1.56571,0.23742,0.47477
0.41800,0.10017,0.16786,-0.12738,0.36251,0.00631,-0.01953,-0.00744,-0.37181,-0.05730,0.15211,0.35346,-0.00798,-0.25595,-1.12008,-0.75654,1.16803,-2.87754,-1.97456,-2.75569,0.91720,-1.04532,-0.06861,-1.52138,-0.07407,-1.27417,0.14823,0.15208,0.31223,0.07492,-0.91465,-0.20752,0.43001,0.34348
0.42000,0.10133,-0.07533,-0.08294,0.03005,-0.10847,0.13290,-0.05544,0.60803,0.03010,0.20544,-0.37113,0.11348,-0.39775,0.30574,-0.92858,-1.72947,3.63016,-2.41057,1.80131,0.07245,-0.90247,-0.69100,-0.75550,-1.08833,-0.11890,-0.98080,0.27455,0.39379,-0.04352,0.66316,-0.05367,0.53345,0.06656
0.42200,0.00786,-0.30452,-0.05306,0.00380,-0.12335,-0.00308,-0.69436,0.94185,0.16428,0.18006,-0.08975,-0.07286,-0.39988,0.75541,-1.10043,-1.59635,-0.03599,-10.15319,2.54831,-0.42293,-0.37515,-1.25857,0.20411,-1.89612,0.28806,-1.10467,0.20173,0.43037,-0.89384,1.41568,0.19782,0.58136,0.44355
0.42400,-0.00387,-0.24864,0.51105,0.00845,-0.00799,-0.10280,-0.33099,0.08462,0.25950,0.12755,0.11863,-0.28700,-0.20923,-1.33508,0.98329,-0.63847,-2.13682,-8.00399,1.18899,-0.55444,-0.03043,-1.32890,-0.22576,-1.30414,0.11009,-0.04276,0.23159,0.39689,-0.37927,0.01543,0.41071,0.53518,0.59806
0.42600,0.05657,-0.08123,-0.07423,0.20073,0.06120,-0.13852,0.75531,0.06736,0.25894,-0.08890,0.26068,-0.21713,0.12663,-1.26201,1.51964,2.74934,-2.81921,2.34392,0.43952,-0.38815,-0.54754,-0.61202,-1.11586,-0.14950,-1.41304,0.85352,-0.29891,0.32100,0.17773,-0.11431,0.52919,0.01928,0.39233
0.42800,0.13794,-0.01334,-0.16423,0.39221,0.02781,-0.48106,1.29087,0.13765,0.18316,0.13697,-0.31695,-0.02467,0.21689,-1.41171,0.77137,1.33819,-12.82098,3.19426,0.39008,0.05803,-1.28640,0.09376,-1.83983,0.26082,-1.70227,0.88173,0.25881,-0.03928,0.72231,0.14992,0.58755,0.20665,-0.40067
0.43000,0.13523,0.23641,-0.08601,0.06105,-0.01186,-0.30148,0.17488,0.21740,0.12115,0.25507,-0.53764,0.05142,-0.54833,0.34867,1.86593,0.31613,-9.97984,1.12840,0.55261,0.34868,-1.44312,-0.21129,-1.20071,-0.40627,-0.27311,0.22931,0.54790,0.33966,-0.57335,0.45862,0.54096,0.33489,-0.24891
0.43200,0.09993,-0.19287,0.38081,-0.09769,-0.03958,0.53572,0.00718,0.23059,0.04097,0.20487,-0.29978,0.14749,-0.26444,1.16173,-0.02878,-0.22766,1.58464,0.82220,0.61448,-0.41624,-0.74361,-0.97011,0.00452,-1.41014,1.36540,-0.87514,0.57597,-0.41464,-0.32262,0.60982,-0.04274,0.31992,0.17353
